frame_array,tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,batch,track_id,hit_IDs,tid,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits_y,correct_track
1140,1066794,[23.79715416],[23.70045117],[0.05478243],[0.37191802],13,,,,,,,,,,
1141,1051365,[23.01967672],[21.05717303],[-0.22536054],[0.51502262],4,,,,,,,,,,
1142,1069471,[7.8801508],[7.80066565],[0.08356649],[1.10136227],38,,,,,,,,,,
1142,1007969,[26.66758385],[26.35151791],[-0.08044248],[1.3091011],10,,,,,,,,,,
1142,1044955,[27.31116685],[26.6402041],[-0.11808531],[-1.58416956],9,,,,,,,,,,
1142,1052592,[22.1423988],[19.53573383],[0.27616303],[-1.21959033],6,,,,,,,,,,
1144,1055395,[16.42657547],[16.42372554],[-0.00544791],[1.38246797],27,,,,,,,,,,
1146,1072813,[16.95313058],[9.67512054],[-0.52846089],[0.05531382],6,,,,,,,,,,
1146,1072127,[18.64773348],[18.15479221],[0.13242446],[-1.08534629],11,,,,,,,,,,
1146,1072812,[12.42827848],[6.73414781],[-0.54771828],[0.32895735],10,,,,,,,,,,
1147,1073644,[13.49335602],[12.53766658],[-0.20473516],[-0.13290043],6,,,,,,,,,,
1147,1028020,[27.38649936],[17.04258208],[-0.49282568],[-1.24109414],4,,,,,,,,,,
1147,1073046,[23.29488674],[18.81961827],[0.35372426],[-1.60500163],7,,,,,,,,,,
1148,1074449,[21.57820255],[21.56584715],[0.02359662],[0.71045661],27,,,,,,,,,,
1148,1074450,[9.11734004],[7.66239024],[0.32194854],[1.18432105],6,,,,,,,,,,
1148,998367,[21.24994628],[16.85941595],[-0.35739878],[-1.09628479],6,,,,,,,,,,
1148,1066784,[26.38564835],[22.72865066],[0.29976876],[-0.89176369],6,,,,,,,,,,
1149,1000973,[10.54825],[8.95441403],[-0.30343741],[-0.06108755],6,,,,,,,,,,
1150,1076484,[25.68225438],[25.1189907],[-0.11127889],[0.98437461],8,,,,,,,,,,
1150,1060466,[14.9955368],[14.04628347],[-0.19315825],[-0.73671845],13,,,,,,,,,,
1151,1042708,[24.38872308],[22.36684485],[-0.22211648],[-0.16681303],6,,,,,,,,,,
1151,1016520,[19.98770276],[14.04762056],[0.44297002],[-1.21640681],4,,,,,,,,,,
1152,1052598,[24.47491524],[23.9962577],[0.11451652],[-1.47555605],15,,,,,,,,,,
1152,1055350,[15.52063809],[14.50274986],[0.20645922],[-0.30346761],4,,,,,,,,,,
1153,1079199,[7.78428333],[7.60630892],[-0.1137543],[-0.54053144],12,,,,,,,,,,
1154,991818,[21.79909737],[21.40488117],[-0.10056702],[0.30181898],6,,,,,,,,,,
1154,1072198,[18.70484602],[17.07110905],[-0.22821269],[0.81681922],4,,,,,,,,,,
1154,1077440,[24.3082919],[14.65515088],[-0.50642742],[-0.79835345],4,,,,,,,,,,
1155,1077466,[14.68794425],[13.36943905],[-0.23148386],[1.02188428],4,,,,,,,,,,
1155,1079981,[21.26729159],[21.25917668],[0.02015571],[1.70029562],34,,,,,,,,,,
1155,1031477,[22.86545257],[10.0675405],[-0.61226353],[1.09518772],5,,,,,,,,,,
1155,1070293,[22.8225057],[22.05099869],[0.14920152],[-1.19992419],8,,,,,,,,,,
1156,1064807,[14.46970493],[14.44070194],[0.03991885],[0.26924286],10,,,,,,,,,,
1157,1082602,[4.87913059],[3.36348963],[-0.4437928],[-0.58075278],6,,,,,,,,,,
1158,1013285,[14.94974885],[13.74324702],[0.22878626],[0.69716566],4,,,,,,,,,,
1158,1074646,[25.93196816],[20.31376659],[-0.36642323],[0.2991049],5,,,,,,,,,,
1159,1080078,[11.05755115],[11.03020285],[0.04380724],[0.87895118],17,,,,,,,,,,
1160,1085426,[20.98148179],[17.86375763],[-0.30076709],[0.20159388],7,,,,,,,,,,
1160,1067840,[20.68408254],[20.31608832],[-0.09970784],[0.50453007],9,,,,,,,,,,
1160,1078405,[12.3638853],[11.21949713],[0.2449229],[1.50307965],22,,,,,,,,,,
1160,1002011,[22.90531228],[12.3997537],[-0.54798847],[1.64803669],6,,,,,,,,,,
1160,1085427,[28.02969509],[26.19531897],[0.20622906],[-1.64956529],7,,,,,,,,,,
1160,1070306,[27.16588532],[22.67805286],[-0.31785869],[-0.64288407],6,,,,,,,,,,
1160,1080964,[20.97192631],[17.64154984],[-0.31137544],[-0.28594039],4,,,,,,,,,,
1161,1064087,[10.91059758],[10.84846077],[0.06397465],[1.1481011],49,,,,,,,,,,
1161,1064695,[19.60518539],[18.16323906],[0.21849078],[0.99850371],6,,,,,,,,,,
1161,1053478,[17.77519442],[14.6825209],[-0.32660544],[1.06834445],6,,,,,,,,,,
1161,1064008,[7.58842412],[5.2060205],[-0.44623635],[-1.3500553],4,,,,,,,,,,
1161,1083269,[27.20414634],[22.93595721],[0.3191369],[-0.59459495],8,,,,,,,,,,
1161,1086453,[19.41112252],[19.12080131],[-0.09099363],[-0.04391088],4,,,,,,,,,,
1162,1062186,[21.49402495],[21.46305735],[0.03458111],[1.6100482],10,,,,,,,,,,
1162,1012619,[26.35126553],[24.81701037],[0.19467968],[-0.89815111],7,,,,,,,,,,
1162,1039735,[21.33740434],[21.33120951],[0.01820259],[0.48124191],23,,,,,,,,,,
1163,1081949,[14.94569431],[9.95926382],[0.47068118],[-1.36086131],6,,,,,,,,,,
1164,1075872,[22.86058937],[9.89144741],[-0.61694527],[-0.95886839],5,,,,,,,,,,
1164,1088875,[22.90177781],[19.93064476],[0.28996478],[-0.54392591],6,,,,,,,,,,
1164,1008849,[18.81705852],[17.62781008],[-0.19299059],[-0.51012088],7,,,,,,,,,,
1165,1038859,[14.27201836],[12.05582288],[-0.30777196],[-0.04781346],13,,,,,,,,,,
1165,1083262,[14.00107195],[8.34208215],[-0.51135716],[0.83761042],6,,,,,,,,,,
1165,1089719,[15.25874898],[15.09565185],[-0.07614554],[1.63031707],7,,,,,,,,,,
1165,1061286,[27.07160991],[26.12011609],[0.15205418],[1.42707487],7,,,,,,,,,,
1166,1037364,[26.29849595],[25.99318965],[-0.07956257],[0.89709627],6,,,,,,,,,,
1167,1091465,[22.37402512],[22.35440809],[0.02804503],[0.3037377],30,,,,,,,,,,
1167,1077499,[16.40978369],[15.13267754],[0.22469989],[0.14839672],6,,,,,,,,,,
1168,1092963,[12.64568242],[12.45392826],[0.10139089],[-0.50370436],24,,,,,,,,,,
1168,1087947,[21.15787369],[5.59097245],[0.72634534],[1.62920995],5,,,,,,,,,,
1169,1061234,[27.54065646],[27.40397375],[-0.05030612],[1.48887851],15,,,,,,,,,,
1169,1089032,[26.03123045],[26.02258402],[0.01913091],[1.5607574],22,,,,,,,,,,
1169,1080996,[16.65829693],[14.00932702],[0.32133416],[-0.62872562],6,,,,,,,,,,
1170,1080113,[9.06386901],[9.06231303],[0.01512219],[1.54246113],32,,,,,,,,,,
1171,1089906,[24.56193424],[14.14149549],[0.53475091],[0.31577482],4,,,,,,,,,,
1171,1074696,[24.00481006],[22.56198047],[-0.18802933],[-0.5954115],4,,,,,,,,,,
1172,1073030,[15.6192525],[14.95523664],[0.16685518],[0.69539569],35,,,,,,,,,,
1172,1062209,[23.46827762],[23.35917604],[0.05825897],[0.44748611],13,,,,,,,,,,
1173,1095566,[26.61369107],[25.62738764],[-0.14630334],[1.01517071],8,,,,,,,,,,
1173,998385,[27.83743089],[22.17570373],[0.36417023],[1.09503089],5,,,,,,,,,,
1173,1096495,[25.42045648],[16.75598039],[-0.4662502],[-0.99982981],4,,,,,,,,,,
1175,1041718,[25.09745864],[16.64021356],[-0.46339538],[0.7600386],5,,,,,,,,,,
1175,998432,[14.60394575],[13.91691659],[-0.16560979],[-1.4621205],8,,,,,,,,,,
1175,1098133,[22.13003651],[21.42517307],[0.14494597],[-0.48083561],7,,,,,,,,,,
1175,1089994,[24.61776291],[24.25286175],[-0.09056042],[1.09227658],4,,,,,,,,,,
1176,1096396,[16.36520498],[12.83670067],[0.37524343],[0.38947185],6,,,,,,,,,,
1176,1079430,[28.83878754],[18.76691794],[-0.47239821],[-1.41856729],4,,,,,,,,,,
1177,1094152,[20.03082764],[18.90843324],[0.19104662],[0.46288856],5,,,,,,,,,,
1177,893955,[25.40573325],[19.42546836],[-0.38280821],[0.53741925],6,,,,,,,,,,
1177,1099070,[20.73477472],[13.69648891],[0.47495492],[0.60607198],4,,,,,,,,,,
1179,1101913,[14.0808218],[13.84044984],[-0.09756858],[0.8978627],6,,,,,,,,,,
1179,1038183,[28.80912311],[28.61229759],[-0.05987646],[1.29338801],4,,,,,,,,,,
1179,1101028,[28.53790688],[26.13117122],[0.23382147],[0.53618683],4,,,,,,,,,,
1179,1016676,[21.24481151],[14.07090354],[0.47365048],[-0.68885175],5,,,,,,,,,,
1180,1088089,[27.10642224],[25.88092405],[0.1719434],[-0.03859137],6,,,,,,,,,,
1180,1055317,[13.26919238],[9.95022003],[0.4050624],[1.58629585],12,,,,,,,,,,
1180,1066876,[8.31824918],[6.83011661],[-0.3314527],[-0.22884812],5,,,,,,,,,,
1180,1102713,[22.11954808],[14.422607],[-0.47147942],[0.52381652],4,,,,,,,,,,
1181,1095531,[19.51769442],[19.441635],[-0.04402081],[-0.63619252],14,,,,,,,,,,
1182,1079378,[19.37704031],[18.86438791],[-0.12275041],[-0.62970432],7,,,,,,,,,,
1182,1045875,[22.15509742],[19.91064624],[-0.24645064],[-0.46218069],4,,,,,,,,,,
1183,1104003,[27.92841208],[18.07416324],[-0.47501313],[0.14938719],4,,,,,,,,,,
1183,1026299,[21.76448788],[11.70375086],[-0.55036074],[1.42776319],6,,,,,,,,,,
1184,1065745,[16.19994989],[9.92018323],[0.50958037],[1.43362415],6,,,,,,,,,,
1184,1103941,[20.90871935],[20.40008615],[-0.11748171],[-0.7132248],15,,,,,,,,,,
1184,1089040,[29.16599628],[28.45608924],[0.12724014],[1.57597795],5,,,,,,,,,,
1184,1059522,[27.92668384],[19.52968859],[-0.43593807],[1.73802176],4,,,,,,,,,,
1185,1074662,[18.30505453],[14.81783397],[0.35222143],[0.99209076],6,,,,,,,,,,
1185,1096567,[21.14887693],[19.26596375],[-0.23048528],[-0.10395146],37,,,,,,,,,,
1186,1099112,[28.53509229],[27.98184448],[-0.10431188],[0.9323202],7,,,,,,,,,,
1186,1097559,[25.18894545],[22.79149171],[-0.23859941],[0.74083384],6,,,,,,,,,,
1186,1057092,[14.93375792],[9.98106107],[-0.45947289],[0.70117827],6,,,,,,,,,,
1187,1109118,[25.25296396],[22.78430446],[-0.24193003],[0.4966496],6,,,,,,,,,,
1187,1019862,[22.56160751],[22.03297564],[0.12492542],[-1.10783825],10,,,,,,,,,,
1187,1088068,[25.17849739],[25.17004512],[0.01920675],[1.55685303],52,,,,,,,,,,
1187,1037273,[24.79208962],[23.80641545],[0.1614727],[0.10663025],10,,,,,,,,,,
1188,1107297,[25.48704888],[23.11777243],[-0.23569852],[0.47578539],10,,,,,,,,,,
1189,1108359,[24.99806006],[23.67637896],[0.18566408],[1.73362649],12,,,,,,,,,,
1189,1104665,[28.14592742],[28.13404321],[-0.01122212],[0.77058433],6,,,,,,,,,,
1190,1103899,[21.80774168],[13.23863266],[-0.50353178],[0.86607406],6,,,,,,,,,,
1190,1086133,[15.94140818],[14.94654234],[-0.19173689],[0.88937254],7,,,,,,,,,,
1190,1112120,[18.36172477],[13.47494295],[-0.40853474],[-1.35759417],6,,,,,,,,,,
1190,1107268,[25.03216637],[20.48714932],[0.34369052],[1.49145834],9,,,,,,,,,,
1190,1101080,[28.74319884],[26.67481756],[-0.20640657],[-1.28115994],6,,,,,,,,,,
1191,1089948,[21.26341797],[21.14606961],[0.06304535],[-1.22818854],57,,,,,,,,,,
1191,1078329,[22.75685014],[18.37663675],[0.35406796],[-1.6189516],13,,,,,,,,,,
1191,1113575,[4.31737001],[4.08156382],[-0.17901262],[-0.04644589],54,,,,,,,,,,
1192,974736,[20.43025567],[16.75165292],[-0.33251285],[-1.24946337],6,,,,,,,,,,
1192,1113822,[25.69546587],[11.58259372],[0.61550965],[-0.41981627],6,,,,,,,,,,
1193,1087371,[21.17292763],[10.91527494],[-0.56482976],[0.60802666],6,,,,,,,,,,
1193,1111210,[23.73608373],[22.21363411],[0.20419489],[-0.43669649],6,,,,,,,,,,
1194,949637,[16.12915656],[15.33308538],[-0.16977996],[-1.37239282],4,,,,,,,,,,
1194,1114896,[28.35862657],[28.35836174],[0.00247154],[-0.15131197],8,,,,,,,,,,
1194,1076666,[25.88889503],[25.62448895],[-0.07431421],[-1.11606202],5,,,,,,,,,,
1194,1112345,[22.09030977],[11.17881827],[-0.5709303],[-1.09395557],16,,,,,,,,,,
1195,1075897,[24.92593985],[18.54238855],[-0.40027262],[-0.28567922],4,,,,,,,,,,
1196,1108341,[28.42560828],[15.6252022],[-0.54246822],[-0.92907477],4,,,,,,,,,,
1197,1118331,[16.73758828],[16.68227195],[0.04988081],[-0.32079007],17,,,,,,,,,,
1197,1118332,[22.75673362],[22.63380872],[0.0624238],[-1.53780016],23,,,,,,,,,,
1197,1115670,[18.04817882],[17.73207053],[0.10861897],[-1.1241767],10,,,,,,,,,,
1197,1051432,[22.09115101],[21.8054941],[-0.08424993],[0.31274386],4,,,,,,,,,,
1198,1016534,[24.66740373],[24.66072847],[-0.00801398],[-1.02510855],14,,,,,,,,,,
1198,1117524,[18.81232145],[16.56429633],[0.27824804],[0.89804687],6,,,,,,,,,,
1198,1106195,[13.35949022],[13.04283654],[0.12563189],[1.25956703],6,,,,,,,,,,
1198,1075994,[23.96546424],[19.19693807],[-0.35038961],[-1.4364325],6,,,,,,,,,,
1199,1120159,[20.64312872],[19.0099178],[0.22653283],[1.12015022],7,,,,,,,,,,
1199,1100028,[28.18255361],[25.82332794],[-0.22323556],[-1.12101929],6,,,,,,,,,,
1199,1106218,[21.76263517],[18.36520108],[0.31833862],[-0.59404127],7,,,,,,,,,,
1199,1120255,[9.0240744],[8.8937854],[-0.08932694],[-0.1918141],13,,,,,,,,,,
1199,1110159,[25.91487891],[19.03320964],[0.41776398],[-1.41277473],12,,,,,,,,,,
1200,1100008,[24.12145872],[22.13389343],[-0.22141598],[0.4540208],6,,,,,,,,,,
1200,1120992,[27.05270622],[25.90185373],[-0.15717157],[-1.31216561],12,,,,,,,,,,
1201,1104627,[12.85239583],[12.03397924],[0.20348437],[0.82749941],6,,,,,,,,,,
1201,1103885,[17.05651248],[16.86418801],[0.08807024],[1.60071371],18,,,,,,,,,,
1201,1095509,[19.76706645],[15.73299701],[-0.35509192],[1.10604881],7,,,,,,,,,,
1201,1093337,[9.03589717],[8.87550948],[0.10932993],[-0.23147948],6,,,,,,,,,,
1201,1069502,[23.39796199],[19.34731673],[0.33546771],[0.25729784],9,,,,,,,,,,
1202,1123160,[9.64074173],[9.19170541],[0.17449674],[0.12843472],10,,,,,,,,,,
1202,1123158,[23.50344382],[23.14368739],[0.10183728],[1.03282429],7,,,,,,,,,,
1203,1123982,[27.38590801],[26.79800448],[-0.11003686],[-1.13992653],27,,,,,,,,,,
1203,1123332,[24.77123005],[22.48840554],[0.24436786],[0.69762564],6,,,,,,,,,,
1203,1083311,[23.75398275],[22.04763207],[0.2159499],[-1.10341541],7,,,,,,,,,,
1203,1099178,[23.12234304],[17.52576013],[-0.38849071],[-0.61410345],6,,,,,,,,,,
1204,1114021,[24.41286444],[12.0947752],[0.58744557],[0.26688323],6,,,,,,,,,,
1204,1108326,[24.38039335],[24.19586347],[-0.06328295],[-0.36804643],8,,,,,,,,,,
1205,1125388,[17.78567185],[7.49470919],[-0.62388161],[0.59965375],4,,,,,,,,,,
1206,1100018,[25.04506858],[22.18431133],[-0.26228913],[-1.39799015],7,,,,,,,,,,
1206,1126773,[27.63576071],[24.99695885],[0.24872258],[-1.00536664],7,,,,,,,,,,
1206,1101284,[20.1914769],[14.63708494],[0.42549639],[-0.99928473],6,,,,,,,,,,
1206,1098401,[21.08894763],[14.51864501],[0.45403659],[-0.49538437],6,,,,,,,,,,
1208,977507,[22.2049435],[15.87085088],[-0.42387438],[0.13174338],6,,,,,,,,,,
1208,1094848,[15.17151125],[6.47408719],[-0.62063625],[0.24917907],7,,,,,,,,,,
1208,1078560,[11.41514837],[11.27063141],[-0.08331923],[1.49841599],6,,,,,,,,,,
1208,1128445,[23.06414527],[16.21488735],[-0.43306285],[-0.51202773],6,,,,,,,,,,
1209,1129576,[4.0229408],[0.52120827],[-0.79321306],[-0.45080666],4,,,,,,,,,,
1209,1128802,[17.18279739],[17.18088008],[-0.00340575],[0.91453565],21,,,,,,,,,,
1209,1089979,[22.14019157],[16.80170223],[-0.38771117],[1.2032888],5,,,,,,,,,,
1211,1131158,[10.68570301],[9.62458271],[0.25366731],[0.7038044],6,,,,,,,,,,
1211,1114066,[23.17499695],[22.87689446],[-0.0840153],[-0.4968645],6,,,,,,,,,,
1211,1103953,[27.70041414],[23.20119474],[-0.31505557],[0.7426541],4,,,,,,,,,,
1212,1132098,[29.07982059],[26.70755839],[-0.22026658],[0.29095826],8,,,,,,,,,,
1212,1101058,[16.34534572],[10.30462925],[0.4968093],[-1.31396634],12,,,,,,,,,,
1212,1129861,[19.91903069],[10.63342809],[-0.55293222],[1.05111028],6,,,,,,,,,,
1212,1126083,[28.836001],[24.59054406],[0.30903957],[1.15271132],7,,,,,,,,,,
1213,1133055,[23.86264005],[23.47877416],[0.10428355],[1.00881961],7,,,,,,,,,,
1213,1133053,[11.34222159],[7.17447117],[-0.4856074],[-1.46482766],6,,,,,,,,,,
1213,1094832,[18.55483103],[17.77449858],[0.16597159],[-0.64303293],29,,,,,,,,,,
1214,1087392,[21.4534711],[7.71781877],[-0.66094368],[-0.21210158],6,,,,,,,,,,
1214,1133314,[19.19603395],[17.66191272],[-0.21794369],[-0.08186347],6,,,,,,,,,,
1214,1129882,[16.07271589],[11.36679167],[0.43955138],[-0.89924996],6,,,,,,,,,,
1215,1134251,[22.61694795],[22.61590006],[-0.00046472],[0.29875101],42,,,,,,,,,,
1215,1135100,[7.40058179],[7.17009578],[0.14340548],[-1.59815617],13,,,,,,,,,,
1215,1119291,[14.85139742],[12.88186612],[-0.28347657],[0.09074394],4,,,,,,,,,,
1215,1116750,[27.33864552],[27.1293756],[-0.06366853],[1.30028106],11,,,,,,,,,,
1215,1051453,[19.23137662],[18.41317524],[0.16691271],[-1.08602809],16,,,,,,,,,,
1215,1135102,[24.45843268],[12.79891658],[0.56951892],[-0.66729063],5,,,,,,,,,,
1215,1097535,[25.12521623],[24.7795558],[-0.0870595],[-0.42195457],11,,,,,,,,,,
1215,1031566,[21.12190277],[20.32979418],[-0.14721095],[-1.21052996],8,,,,,,,,,,
1216,1136012,[28.27348184],[27.47150925],[-0.12728825],[-1.55836285],6,,,,,,,,,,
1216,1109434,[16.76881882],[12.01647524],[0.43214975],[-0.63552952],6,,,,,,,,,,
1217,1136882,[9.21093986],[9.07306603],[-0.09104568],[1.24175349],24,,,,,,,,,,
1217,1130680,[24.33216646],[24.16922536],[0.06895889],[1.15948972],10,,,,,,,,,,
1217,1053436,[26.27545119],[8.82572449],[-0.67501249],[-1.49407567],7,,,,,,,,,,
1217,1106279,[17.43689784],[15.68487636],[-0.24541051],[-0.99393496],4,,,,,,,,,,
1218,1118551,[23.34379696],[20.71757008],[-0.26022964],[-1.23759678],4,,,,,,,,,,
1219,1075989,[28.44038494],[28.41151539],[-0.02007878],[-1.16284076],25,,,,,,,,,,
1219,1138702,[24.34602814],[19.05017375],[0.37692964],[-0.15051069],6,,,,,,,,,,
1219,1098328,[23.9779831],[22.97802309],[-0.15555845],[-0.57467983],4,,,,,,,,,,
1221,1134326,[25.51473251],[22.66790224],[-0.25911254],[1.02033248],6,,,,,,,,,,
1221,1111218,[23.11790624],[16.08965985],[0.44825262],[-0.19731265],4,,,,,,,,,,
1221,1078467,[25.44425196],[11.13413925],[-0.61392273],[0.42008135],5,,,,,,,,,,
1222,1127075,[20.96615598],[20.95979265],[0.01850198],[-0.13731718],38,,,,,,,,,,
1222,1136299,[24.65141295],[9.57903346],[-0.64372087],[0.51731836],6,,,,,,,,,,
1222,1094029,[16.4575824],[13.02334956],[-0.35927879],[1.06922878],6,,,,,,,,,,
1222,1142435,[4.92444306],[3.68902096],[-0.39609186],[1.45665226],13,,,,,,,,,,
1223,1046827,[11.56681987],[11.48134416],[0.07220601],[0.55722562],56,,,,,,,,,,
1223,1142764,[28.11232102],[26.53458113],[-0.18146239],[-0.99918908],5,,,,,,,,,,
1224,1137131,[28.46756312],[27.94526021],[0.11105864],[1.67687438],7,,,,,,,,,,
1224,1102921,[22.27204043],[15.98944995],[0.43108548],[-1.62174025],6,,,,,,,,,,
1225,1138168,[18.73322831],[17.69412993],[-0.18037049],[0.26347141],6,,,,,,,,,,
1225,1144786,[18.34206034],[18.10925901],[0.09315159],[1.30053723],15,,,,,,,,,,
1225,1144787,[11.18468725],[10.85611417],[-0.12965477],[1.31112033],18,,,,,,,,,,
1225,1104786,[14.37769562],[7.86386537],[0.55405851],[-0.57040727],4,,,,,,,,,,
1225,1089059,[11.28693721],[8.22777092],[0.42227333],[-0.44224818],4,,,,,,,,,,
1225,1109308,[21.46973981],[19.68697301],[0.23203318],[0.64789959],4,,,,,,,,,,
1227,1146736,[24.36811065],[24.34937035],[-0.0168464],[1.31460574],14,,,,,,,,,,
1228,1147590,[18.43954351],[14.28942531],[-0.37386907],[0.35083093],6,,,,,,,,,,
1228,1113235,[27.12461622],[19.91230993],[0.41804452],[-1.44905126],7,,,,,,,,,,
1228,1148141,[3.28176756],[1.98071964],[0.5160461],[-0.76569356],10,,,,,,,,,,
1229,1148606,[22.75461465],[21.09638132],[0.21749278],[0.58604414],6,,,,,,,,,,
1229,1058744,[11.42966476],[9.39672896],[0.34014752],[1.68212968],4,,,,,,,,,,
1230,1149681,[12.2846745],[12.28431327],[0.00061845],[-0.93046093],13,,,,,,,,,,
1230,1149683,[28.32407645],[26.28356671],[-0.20652689],[0.71039769],6,,,,,,,,,,
1230,1128666,[10.31696191],[8.47739841],[-0.33085553],[-1.48183482],4,,,,,,,,,,
1230,1141998,[28.94400631],[28.90287665],[-0.02464837],[1.64688058],8,,,,,,,,,,
1231,1134420,[27.5516089],[25.89575367],[-0.18801751],[1.06102864],8,,,,,,,,,,
1231,1125268,[20.39099662],[17.51924729],[-0.2924775],[-1.25837635],6,,,,,,,,,,
1231,1141971,[20.82361693],[11.42953919],[-0.54302586],[-1.09558645],6,,,,,,,,,,
1232,1151442,[11.00054407],[10.79780822],[0.11131184],[-1.25174559],42,,,,,,,,,,
1232,1148877,[17.41102578],[16.22504325],[-0.20063022],[1.27722785],5,,,,,,,,,,
1232,1135206,[22.12382097],[16.67841093],[0.40167935],[-1.62138104],4,,,,,,,,,,
1233,1110175,[21.36271125],[12.58253172],[-0.51601146],[-1.28985811],5,,,,,,,,,,
1233,1128679,[20.7094737],[20.45331931],[-0.08228884],[0.84562809],4,,,,,,,,,,
1234,1150768,[10.77343099],[10.25325404],[0.17759647],[1.10273239],7,,,,,,,,,,
1234,1091590,[28.97728429],[23.55184095],[-0.33937684],[-0.50868447],4,,,,,,,,,,
1235,1099162,[11.67928197],[10.73455986],[0.22905654],[0.46732887],9,,,,,,,,,,
1235,1154122,[21.29482324],[21.24302376],[-0.03375317],[-0.73638798],15,,,,,,,,,,
1235,1149977,[23.0030614],[21.82401156],[-0.17313068],[1.50587838],6,,,,,,,,,,
1235,1096408,[22.14285569],[20.17011366],[0.24029234],[-0.02514287],4,,,,,,,,,,
1236,1147762,[13.76257756],[12.77098543],[-0.20655875],[1.51985399],6,,,,,,,,,,
1236,1148837,[14.13530176],[12.2706853],[0.29242256],[1.68189967],7,,,,,,,,,,
1236,1154987,[18.49441244],[15.09450511],[-0.33615315],[-0.99243658],6,,,,,,,,,,
1237,1155665,[3.29643957],[2.67367823],[0.3509394],[-1.03574968],4,,,,,,,,,,
1237,1143939,[20.42896922],[15.91169202],[-0.37039553],[0.99884083],7,,,,,,,,,,
1239,1138975,[22.65499553],[21.53476674],[0.17966257],[0.74199677],15,,,,,,,,,,
1239,1103969,[26.6772702],[26.27480378],[-0.09140725],[-1.24555446],10,,,,,,,,,,
1239,1157497,[18.85034852],[17.68400332],[0.20060832],[0.18413778],9,,,,,,,,,,
1239,1151628,[19.72375439],[19.38684408],[0.10732279],[-1.1159323],5,,,,,,,,,,
1240,1158464,[19.57547184],[13.4309061],[0.4558234],[1.34439078],6,,,,,,,,,,
1241,1115700,[14.46950485],[13.51686067],[0.20685777],[1.46091401],26,,,,,,,,,,
1241,1144827,[26.94699237],[15.33038882],[-0.52963519],[0.86477744],4,,,,,,,,,,
1241,1151672,[22.15006222],[18.08376701],[-0.33590124],[1.6029866],6,,,,,,,,,,
1241,1134380,[27.95635712],[24.32771793],[-0.2803023],[-1.22460292],6,,,,,,,,,,
1241,1140177,[27.71650438],[25.79934758],[-0.20222095],[-0.89465585],5,,,,,,,,,,
1241,1083286,[10.9919526],[10.91233388],[0.07153567],[-0.0325039],8,,,,,,,,,,
1241,1089098,[21.01160379],[19.46787495],[-0.2086454],[-0.73986574],4,,,,,,,,,,
1242,1144868,[26.86367724],[8.31515128],[-0.69042863],[0.28174043],5,,,,,,,,,,
1242,1043427,[19.19142686],[19.17861975],[0.02508766],[-0.52168616],45,,,,,,,,,,
1242,1160726,[22.00527852],[20.10575006],[0.23654827],[1.26301729],6,,,,,,,,,,
1242,1140936,[26.14311999],[24.52249644],[0.20078735],[-0.28191435],9,,,,,,,,,,
1242,1143923,[18.59281146],[3.5557221],[-0.75815044],[0.46493254],4,,,,,,,,,,
1243,1146078,[20.19235506],[20.19207118],[0.00192853],[-1.33771481],56,,,,,,,,,,
1243,1154316,[15.73878795],[14.47706481],[-0.21829992],[-0.22205106],7,,,,,,,,,,
1243,1140150,[27.81122142],[26.01678062],[-0.19506273],[0.06994916],6,,,,,,,,,,
1243,1161750,[22.83938724],[22.31187451],[0.12406319],[-1.62408161],10,,,,,,,,,,
1244,1162822,[24.80591533],[14.58165716],[-0.51680029],[-1.5923293],4,,,,,,,,,,
1244,1159732,[26.51947403],[24.24670265],[0.23569868],[-1.58805348],6,,,,,,,,,,
1245,1164007,[3.49182977],[3.24382224],[0.2148694],[1.25965177],8,,,,,,,,,,
1245,1137088,[26.78565371],[14.44411688],[-0.54936069],[1.50824366],4,,,,,,,,,,
