tid,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
233964.0,[26.67720962],[26.46581696],[0.07459311],[-0.97592149],18,"[82111106, 158503235, 229778699, 257333483, 160867629, 80031760, 71582674, 234227385, 181873785, 181051517]",10
235780.0,[15.67621574],[15.58485934],[0.06465554],[-0.69401228],36,"[238129409, 166858951, 84302151, 183826346, 183610187, 71732620, 167096750, 2441807, 257386256, 71673201, 240226802, 15097842, 166942611, 240315059, 4562927, 84229911]",16
235817.0,[17.1341576],[16.26950975],[0.18147078],[0.1757156],10,"[175200899, 215516839, 86305065, 682230253, 14878809]",5
236602.0,[27.41081601],[25.69308496],[-0.19213531],[0.23626719],7,"[486017506, 67378181, 416831688, 392497, 177257842, 69474805, 252709851]",7
237831.0,[21.02820104],[20.999111],[-0.02425587],[-0.04188886],30,"[229407008, 170739940, 86140710, 162329257, 242120105, 77911789, 242010221, 86305583, 151840370, 218958994, 14836499, 147798293, 168754998, 147894298, 15001885]",15
237922.0,[13.52740753],[13.36223595],[0.0914593],[0.15317787],19,"[207096612, 211106406, 144037575, 177432427, 67522571, 210894635, 252902317, 6722450, 179765234, 143824793, 75931034, 177206619, 67361823]",13
241306.0,[25.36747664],[22.63511949],[-0.25441336],[-1.18286465],6,"[229447529, 158200458, 10638932, 81953243, 447737759]",5
242050.0,[23.28701508],[20.94562161],[-0.24548672],[1.15142568],6,"[139328806, 208480626, 498199315, 4349750, 73564539, 429004252]",6
251135.0,[26.47714274],[22.95502484],[0.2936374],[1.15755705],8,"[139694602, 4537099, 768796111, 73733969, 141791480, 6635257, 697549755, 208890207]",8
256811.0,[19.57084167],[19.43480836],[0.07016746],[0.2301053],49,"[67557122, 156194819, 171013, 246665223, 246541840, 79848852, 80126102, 154514852, 79989668, 229401254, 246279599, 172920624, 172998705, 156026676, 67242293, 175397824, 246418241, 175274690, 173270604, 69379025, 175153630, 156558059, 69516780, 10644717, 246640499, 248762868, 10785013, 173398904]",28
258026.0,[18.56994658],[18.56974482],[0.00228334],[-1.57324962],28,"[77836289, 152033153, 152105349, 169369354, 221158155, 152375317, 77910038, 242450970, 151984287, 242164516, 8630824, 77753393, 8706105, 171186105, 170895811, 242209859, 86230602, 14926926, 8547414, 242731607, 86182490, 14877787, 223652699, 170940126, 223380960, 223304420, 79933680, 171466743]",28
259017.0,[26.65436604],[26.47918778],[0.06835996],[-0.43678763],31,"[244479366, 84131079, 183434635, 166729356, 183542161, 183744658, 14930337, 71517092, 259200446, 171121344, 166365891, 240104389, 258890695, 71443656, 183329228, 259203533, 170879447, 256704087, 242457699, 2233701, 86224492, 183735148, 169090926, 86378350, 86228725]",25
259049.0,[19.68350867],[19.63563404],[0.04347886],[0.93611307],18,"[229730466, 135290437, 204612271, 158463536, 206951569, 135433815, 154675737, 69420827, 69545054]",9
263018.0,[25.84749832],[25.56137241],[0.08730144],[0.92304971],7,"[156778289, 73746930, 228043895]",3
264129.0,[17.11744381],[17.068885],[0.04656922],[1.11563172],9,"[141917618, 73855115, 230016594, 141738219]",4
264702.0,[20.61628833],[16.01610834],[-0.3721675],[1.65537126],6,"[147604624, 75577756, 508451958]",3
267140.0,[21.23958422],[21.20908666],[0.03453086],[1.62672419],16,"[169339040, 75861858, 86384130, 242400679, 217159467, 147984269, 169035054, 67509743, 156788078, 399057, 160992946, 217283418]",12
267213.0,[15.61309258],[14.53777398],[-0.20178433],[1.18355439],4,"[212647401, 143492067, 6357212, 73474591]",4
268457.0,[22.54729743],[19.9286744],[-0.26456681],[-0.35389231],6,"[405979776, 473077073, 170826880, 67358686]",4
269472.0,[13.61142535],[13.61138614],[0.00353498],[0.78603375],10,"[220828707, 71486020, 137273228, 151642397, 206443487]",5
272995.0,[12.35036383],[11.4053668],[-0.21310037],[-1.15692174],6,"[174799992, 248190122, 160504534, 82150878]",4
275458.0,[26.99869507],[26.27803281],[0.13304328],[0.83945114],8,"[71560519, 135267358, 761964006, 156821279]",4
276638.0,[18.49506552],[18.44139633],[-0.03731668],[0.04079942],11,"[210403268, 141227078, 131689, 174867022, 250329807, 175064687, 250525940, 143447257, 67242334, 210526815]",10
276726.0,[15.12459745],[7.83398022],[-0.56328524],[1.64069524],7,"[222877937, 429095426, 149600039, 77675951]",4
280491.0,[22.65739074],[18.35102512],[0.35179591],[0.05510471],14,"[67318273, 208458184, 224009, 139310107, 73562237]",5
281256.0,[21.98383022],[20.69948906],[-0.18528285],[-1.6903065],38,"[162587790, 237601808, 164488210, 164364058, 164364059, 77948828, 162922913, 162739838, 238157744, 164658485, 166231239, 166343120, 238009978, 239588827, 165114460, 162057565, 233713757, 233337696, 162425445, 233448302, 162168174, 233577327, 492341617, 164990067, 162294392, 164804986, 234037629, 163066238]",28
281298.0,[13.45896973],[13.45657557],[0.01530541],[1.14395017],21,"[160203704, 229381426, 83977684, 158177029]",4
281354.0,[26.11342946],[26.00263948],[0.05587036],[-0.49063976],20,"[84301888, 84061024, 10808130, 164688260, 82107750, 14961866, 169112684, 206977933, 15087310, 84181070, 238062765, 167142417, 175461850, 14819374, 67370738, 12749840, 173302616, 67491514]",18
281728.0,[26.35436871],[26.27918653],[0.04668419],[1.27282785],17,"[73842368, 141554370, 236212931, 73645250, 210730466, 15135368, 141913291, 164781711, 165205939, 236049272]",10
281981.0,[17.07781107],[16.85359648],[-0.08493458],[0.97822912],9,"[71393570, 157962978, 416420046, 206386037, 475530489, 4280763, 137219356, 227143007]",8
282931.0,[17.24664342],[17.24661798],[0.00581454],[1.59563334],56,"[79822724, 164519818, 147472652, 158384406, 156009368, 81913114, 221113756, 12650398, 79811874, 162281507, 235855017, 221118635, 83954347, 233556527, 149849656, 233652794, 233720126, 162381129, 81971273, 164586187, 235682125, 162448721, 164422484, 77704539, 81919837, 8502110, 160237408, 235789408, 153958885, 12718822, 84020969, 79832299]",32
283500.0,[21.918733],[21.82559045],[-0.04618471],[-0.02980472],13,"[175069385, 174827412, 67240045, 248433791]",4
284280.0,[20.14912766],[18.20895686],[-0.24004673],[1.42742901],7,"[212783369, 73707330, 143634243, 435579612]",4
291340.0,[21.04544561],[20.98397613],[-0.03745383],[-0.57679129],15,"[166563072, 201985697, 86298787, 2196555, 135149485, 168660461, 202229168, 71400348, 134904990, 14994015]",10
293717.0,[21.35166992],[21.33357335],[0.02765543],[-1.51854759],15,"[221463297, 230139618, 152286371, 156756806, 173231721, 221360431, 67508560, 152185296, 223560434, 171332630, 246598298, 398683]",12
296425.0,[28.85180313],[28.83217012],[-0.01555751],[-0.62855848],73,"[204637312, 137560449, 166922639, 137512848, 73826705, 137494930, 166854288, 204590484, 73745813, 73762453, 204572054, 137644700, 204717730, 166862500, 259481639, 164978600, 137687982, 166963636, 240223414, 135788727, 12949304, 13007928, 204763581, 4620607, 4539970, 4556610, 12932680, 240230093, 238351827, 204665430, 240330461, 137589856, 167028843, 84252781, 84311149, 84236157]",36
296724.0,[12.76413354],[12.62029669],[0.08804876],[-0.61637503],19,"[240027009, 4548002, 183776638, 183873667, 166651269, 179637062, 84216201, 183609449, 257139211, 71660588, 83952015, 12915798, 240275542, 259236857, 179716922, 166903646]",16
297555.0,[23.96460842],[15.93721027],[0.47163913],[0.69038447],5,"[135608594, 204825774, 4647310, 71727902]",4
298101.0,[27.38586043],[26.99655487],[-0.08858011],[1.43586092],11,"[164248449, 75871090, 143748887, 235526457]",4
299078.0,[27.3667374],[26.29090605],[-0.15085707],[-1.62731643],11,"[150052969, 77944194, 8732315, 221312491]",4
301172.0,[22.80876731],[20.79319909],[0.23931914],[-0.66084125],22,"[254393508, 69419818, 158335759, 158182961, 81895898, 179323932, 179189533]",7
302920.0,[27.04779842],[27.04393605],[0.01421822],[-0.92077019],110,"[177470976, 254627337, 179225098, 10669581, 252652048, 10598423, 231771167, 10556960, 454180, 10561574, 149035, 69387311, 231557682, 232013370, 181221951, 181302854, 82232391, 160450631, 2208337, 254654548, 252622945, 231589987, 302697, 231592554, 231613034, 160332913, 160381553, 179286648, 252836479, 160343682, 160620163, 181260418, 2168453, 81901705, 252727946, 160428171, 81865368, 12731544, 253137575, 160320680, 160329385, 13028016, 69661377, 179254468, 181287627, 2164945, 69421276, 71413983, 179314404, 179568364, 254671601, 181322487, 256724728, 177264387, 177676551, 10672398, 179206936, 10566425, 69287195, 69276463, 81937713, 231652667, 2168637, 231613762, 231892298, 82023756, 231697748, 81856342, 160498520, 231600484, 179206508, 2178422, 160287096, 160738683, 69273469, 81975681, 81973124, 254689158, 2278792, 69449613, 81869711, 254671762, 252933526, 81859990, 256688540, 256768415, 160319906, 160343971, 12818874, 69355460, 71374277, 12650440, 160252376, 2339809, 179361776, 179773940, 69509108]",97
303896.0,[20.67327059],[20.64192794],[0.03534855],[1.56541179],41,"[148011139, 148025990, 86401286, 240254215, 215075852, 145798287, 15011857, 168962196, 86314793, 217200170, 145945898, 240293675, 168992175, 75944760, 75829816, 217215418, 75922113, 6738498, 240231490, 214972997, 6624325, 6715593, 169072073, 240261449, 86431321, 75840217, 145901667, 240340324, 168982629, 75820270, 67527154, 67453427, 242351349]",33
306693.0,[21.58672696],[20.99903035],[0.13432408],[-0.81577976],9,"[179812465, 162707181, 233989245, 82137205]",4
307498.0,[24.4614609],[24.4379418],[0.02913885],[-1.02487232],40,"[69663490, 179471362, 254936966, 229902726, 80144902, 229902216, 71583224, 69485577, 252787853, 253073943, 179412650, 158632369, 158630322, 179609399, 181681346, 255073746, 158512985, 255046490, 179707998, 158508896, 158362213, 82235630, 181568750, 71760881, 82242296, 231721209]",26
308515.0,[22.33600651],[21.26598714],[-0.1671662],[-0.64287264],6,"[82111872, 10799426, 404229421, 162508820, 235860312]",5
309341.0,[15.20750418],[14.43960128],[-0.17180226],[0.70918921],8,"[135164579, 4351462, 71466103, 202228057, 151547836]",5
311859.0,[14.38530628],[14.37988278],[-0.01033759],[-1.40185044],36,"[227416704, 246289794, 79882117, 154022917, 172827784, 8569097, 190090, 246290062, 156146586, 67175709, 79874462, 158091425, 172923949, 227425966, 79872431, 67888, 172695346, 227423158, 172920893, 67294015, 156153027, 156156359, 229359437, 10676174, 227388630, 184407, 8462679, 246198489, 172922714, 246290787, 10668262, 67299184, 79767793, 156120308, 10666489, 246067579]",36
313895.0,[21.33191928],[21.32434061],[0.01961939],[0.93323637],34,"[73655169, 10682756, 206584965, 137411848, 227494029, 73600143, 80003603, 156269595, 73713570, 10734756, 4448293, 79939628, 227204534, 4393782, 206496959, 137321792, 156223041, 79819586, 4507716, 73543622, 139429845, 139486426, 139282653, 155932255, 206356067, 4338276, 156085349, 139509238]",28
317803.0,[19.03106208],[19.01016913],[0.0308042],[-0.19900464],23,"[86407938, 244373508, 206782853, 244490759, 86265867, 738783884, 140034189, 246681118, 139638947, 73835428, 171002149, 171120425, 139708351, 425940, 207099741, 284130, 206711650, 173304683, 246588151, 67533808, 246470900, 4627831]",22
319415.0,[18.6824867],[18.65539009],[-0.02495321],[-0.74933128],14,"[84059770, 238087379, 183253380, 164723582]",4
320235.0,[26.46515219],[26.46343989],[-0.00143289],[0.26241703],34,"[175203586, 77986315, 250700812, 147942930, 67372946, 67498146, 373157, 177332653, 67374258, 77967424, 250672199, 150048718, 250678099, 150143702, 177304284, 250668638, 219221731, 177311208, 177300977, 67481972]",20
320902.0,[20.9265313],[20.92532221],[0.01081418],[0.61781696],40,"[71443395, 80138371, 183463237, 152113798, 135167945, 202238347, 2547532, 71754189, 258930196]",9
321935.0,[10.35993886],[9.9144429],[-0.15807667],[-0.33786176],6,"[67492710, 173079946, 258773262]",3
322840.0,[10.4091771],[10.02361134],[-0.14628587],[-0.30238397],6,"[149620680, 162418449, 86135717, 233670029]",4
323982.0,[15.30838242],[10.62681146],[0.44966384],[1.15832087],7,"[73731785, 211128867, 4551571, 141887854]",4
325666.0,[28.00460715],[25.85086518],[-0.21363949],[-0.81564548],10,"[445749696, 231677224, 82097130, 160425870, 10782611, 437345371]",6
325879.0,[12.2778593],[10.87926904],[0.27167078],[1.26138815],8,"[6725048, 143931948, 215229390, 75919327]",4
327559.0,[8.94112824],[8.65394848],[0.14556014],[1.52011767],10,"[73734008, 137558220, 177624845, 250868967]",4
328781.0,[15.011038],[14.45249189],[-0.14661964],[0.16605627],23,"[408475234, 179178723, 69395429, 212373510, 406377253, 406342701, 408476974, 408484143, 214470644, 252533782, 408441951, 408479103]",12
328828.0,[11.0956331],[10.85195365],[0.12109987],[-0.44912413],18,"[86340576, 259214425, 246548965, 86141670, 15040199, 257373000, 135355976, 202424496, 73781905, 14842833, 171300115, 171074452, 135526550, 4573753]",14
330745.0,[7.80330696],[7.74838762],[0.07058835],[0.49940602],14,"[213035841, 145799298, 77887687, 135246251, 71575160, 8678879]",6
332427.0,[5.81390129],[5.75332354],[-0.0751375],[-0.87491643],49,"[67375104, 67447556, 86210694, 67347975, 67424778, 175158288, 67408663, 172828186, 69299354, 250138, 67361567, 12851487, 457764, 67433000, 69449385, 86254387, 374067, 15030325, 86146483, 14945845, 14993468, 341055, 14788416, 86299201, 392000, 172851907, 86334793, 15050826, 69334990, 14913103, 84156750, 310609, 305493, 173077206, 198741, 14975065, 125786, 69663456, 86349413, 15138662, 247398, 69577961, 86082410, 69471984, 14832752, 69544947, 86311284, 177255157, 86274427]",49
332631.0,[25.68444022],[21.0508356],[-0.33284122],[1.31988483],7,"[141419008, 502037985, 430741228, 210566189, 143517166, 75652560, 6430362]",7
333328.0,[9.57085422],[8.44053102],[-0.26691946],[0.92147474],6,"[208573469, 4467844, 73688277, 139436086]",4
333480.0,[14.19986635],[11.46902194],[0.35393719],[0.55467168],4,"[259096110, 2352833, 69447267, 183591846]",4
335451.0,[16.34589564],[16.26332791],[0.06052623],[0.1444545],29,"[67467651, 212918020, 250733830, 145847176, 250499595, 4281999, 146106260, 213174038, 139822107, 136997925, 139480236, 251019830, 177127102, 183235775, 177359039, 255331264, 8767181, 211334865, 77975764, 179889883, 177645539, 183675109, 73593961, 215015666, 252831223]",25
335489.0,[21.8755313],[18.6893255],[0.3073734],[0.2995381],11,"[69435880, 179385067, 252775229]",3
348790.0,[23.22842065],[23.20887802],[0.02757137],[-0.40610221],73,"[12916737, 12913154, 162688514, 4612105, 211003021, 84256910, 233954573, 233959953, 4526617, 162689311, 234003237, 233929769, 141713708, 12998956, 141759797, 4522550, 162733624, 73818427, 162658366, 210886975, 162819651, 143540036, 141714245, 73732937, 4618314, 4650826, 84216653, 84219981, 141723216, 210932054, 236056282, 210887516, 84218208, 73735009, 73728355, 141719654, 141753448, 210896493, 164785901, 73857398, 73824631, 84302201, 141828732, 210893182]",44
348940.0,[20.82620237],[13.83643881],[0.47213177],[-1.46370381],6,"[78047301, 225818598, 781456266, 8738943, 154490079]",5
350531.0,[8.55007187],[8.5316351],[-0.0315004],[1.48763409],30,"[151885285, 77703109, 84081512, 150055826, 225383415, 221273469, 12651550, 84090207]",8
353917.0,[22.57672884],[22.33680609],[-0.07590653],[-0.34550331],6,"[242255424, 139206689, 86250223]",3
354696.0,[22.09292799],[22.07958726],[0.02410117],[0.4569216],61,"[150024713, 181482251, 284558, 179385742, 179414032, 212593166, 259038102, 80049560, 254878490, 388393, 80051886, 67465522, 67465523, 181633844, 80073394, 183388343, 67393084, 382782, 259190206, 179436099, 179414853, 69594054, 258841928, 254878541, 254899795, 150171732, 2488026, 69589213, 69567453, 77957739, 152122101, 183579897, 179447420, 254914941]",34
355671.0,[20.87496082],[13.77231368],[-0.46581929],[-1.52680303],6,"[77880864, 225271001, 439238484, 154056135]",4
361387.0,[10.90357278],[6.46463801],[-0.51339877],[-1.64182284],5,"[8706362, 156037508, 229309525, 79907052]",4
363759.0,[9.12058598],[9.10517349],[0.03705339],[-0.17060796],20,"[84055622, 233742538, 149913204, 8497558, 149848856]",5
364017.0,[27.44030867],[27.35589616],[-0.03856457],[-1.66150057],10,"[151655392, 170505825, 170444162, 8476104, 77683890, 220827220, 218980437, 149811894]",8
365896.0,[18.4769565],[14.06964575],[-0.38551175],[0.36263905],7,"[175033001, 67427331, 248356572, 426913001]",4
366029.0,[25.55470742],[6.15551094],[0.7397017],[-0.17280061],24,"[86384969, 15030873, 780780582, 707379968]",4
367119.0,[19.84608312],[10.48339031],[-0.55658954],[1.10153523],6,"[4410338, 495888868, 210354568, 71556656, 141272273, 424533011]",6
368896.0,[28.94725044],[28.72795309],[-0.06331331],[0.78438353],13,"[135148480, 527709344, 202219660, 420818009, 71370396, 155756382]",6
369723.0,[22.40507829],[22.37461263],[0.03373346],[0.82177352],38,"[225511042, 154297859, 8482949, 8846865, 73601426, 204477980, 137440034, 154022307, 154239268, 204612134, 6564018, 153804470, 206610366, 79960770, 222981700, 137270597, 137211974, 73674317, 8658770, 6393557, 206380505, 73587553, 73504874, 79784173, 137400173, 156395248, 137536629]",27
371073.0,[9.02599912],[8.81321716],[0.12531415],[-0.04907443],10,"[252657691, 6702227, 75918021, 139590358]",4
373135.0,[19.40575675],[18.99440443],[-0.10931377],[-0.06315196],8,"[143311429, 248536237, 173082930, 15059545, 439912796, 212495294, 86368575]",7
375169.0,[7.7623999],[7.71535769],[-0.05612024],[-0.51365226],41,"[175101954, 170829193, 177166357, 69290262, 250514072, 69453851, 179320480, 177200546, 244316328, 250538, 176989750, 2246202, 84079937, 250591043, 83957061, 175090246, 170811078, 168787023, 179237330, 175098588, 244244833, 67359205, 86119660, 14917619, 177137278]",25
376391.0,[25.63811086],[15.25721507],[-0.51180818],[-0.8573785],5,"[162182133, 233383259, 160083205, 81897151]",4
377831.0,[20.61863696],[18.61134019],[0.25114423],[1.21086807],6,"[204692907, 73728140, 776755512, 4530745, 137594523]",5
378718.0,[23.33086054],[23.09079204],[0.08433952],[-0.21481746],12,"[208890946, 141820296, 86121706, 168798225, 14821595]",5
379326.0,[11.80733802],[11.71170147],[-0.06564342],[-1.68882557],34,"[77953153, 223302159, 166802449, 77844516, 152360484, 8750248, 236228144, 225732529, 77973554, 168802228, 15064632, 225731770, 14931775, 152138062, 86234447, 86371151, 223478094, 238248274, 8638548, 8764248, 152200283, 167053282, 240161768, 154126057, 223403370, 154460136, 240076397]",27
